,order_id,order_placement_date,customer_id,customer_name,city,product_id,product_name,category,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,Item_In_Full,Item_On_Time,Item_On_Time_In_Full,ord_on_time,ord_in_full,ord_otif,Amount_INR
4117,FMR315202603,2025-03-13,789202,Rel Fresh,Ahmedabad,25891501,AM Biscuits 750,Food,174,2025-03-15,2025-03-15,165,0,1,0,1,0,0,300.0
4118,FMR316301601,2025-03-13,789301,Foodtown,"New Jersey, US",25891501,AM Biscuits 750,Food,220,2025-03-16,2025-03-16,176,0,1,0,1,0,0,130996.80000000002
4119,FMR316503602,2025-03-13,789503,Viveks Stores,Vadodara,25891602,AM Tea 250,beverages,164,2025-03-16,2025-03-16,156,0,1,0,1,0,0,112.0
4120,FMR315301602,2025-03-13,789301,Foodtown,"New Jersey, US",25891602,AM Tea 250,beverages,182,2025-03-15,2025-03-15,182,1,1,1,1,0,0,45154.200000000004
4121,FMR315702602,2025-03-13,789702,Sorefoz Mart,Ahmedabad,25891602,AM Tea 250,beverages,93,2025-03-15,2025-03-15,93,1,1,1,1,0,0,112.0
4122,FMR314720603,2025-03-13,789720,Colonial Farms,"New Jersey, US",25891602,AM Tea 250,beverages,162,2025-03-14,2025-03-14,154,0,1,0,1,0,0,38207.4
4123,FMR316622402,2025-03-13,789622,Expert Mart,Vadodara,25891402,AM Curd 100,Dairy,407,2025-03-16,2025-03-16,407,1,1,1,1,0,0,20.0
4124,FMR315521602,2025-03-13,789521,Acclaimed Stores,Ahmedabad,25891602,AM Tea 250,beverages,132,2025-03-15,2025-03-16,132,1,0,0,0,1,0,112.0
4125,FMR314321602,2025-03-13,789321,Chiptec Stores,Ahmedabad,25891602,AM Tea 250,beverages,130,2025-03-14,2025-03-14,130,1,1,1,1,1,1,112.0
4126,FMR316203603,2025-03-13,789203,Rel Fresh,Vadodara,25891602,AM Tea 250,beverages,162,2025-03-16,2025-03-16,162,1,1,1,1,0,0,112.0
4127,FMR314221602,2025-03-13,789221,Atlas Stores,Ahmedabad,25891602,AM Tea 250,beverages,57,2025-03-14,2025-03-15,57,1,0,0,0,1,0,112.0
4128,FMR314622602,2025-03-13,789622,Expert Mart,Vadodara,25891602,AM Tea 250,beverages,76,2025-03-14,2025-03-14,68,0,1,0,1,0,0,112.0
4129,FMR315603602,2025-03-13,789603,Info Stores,Vadodara,25891602,AM Tea 250,beverages,168,2025-03-15,2025-03-17,168,1,0,0,0,1,0,112.0
4130,FMR315721602,2025-03-13,789721,Logic Stores,Ahmedabad,25891602,AM Tea 250,beverages,68,2025-03-15,2025-03-15,68,1,1,1,1,0,0,112.0
4131,FMR314421602,2025-03-13,789421,Lotus Mart,Ahmedabad,25891602,AM Tea 250,beverages,182,2025-03-14,2025-03-17,173,0,0,0,0,0,0,112.0
4132,FMR316422602,2025-03-13,789422,Lotus Mart,Vadodara,25891602,AM Tea 250,beverages,174,2025-03-16,2025-03-17,174,1,0,0,0,1,0,112.0
4133,FMR314201403,2025-03-13,789201,Rel Fresh,"New Jersey, US",25891101,AM Milk 500,Dairy,420,2025-03-14,2025-03-14,420,1,1,1,1,1,1,138936.0
4134,FMR315101502,2025-03-13,789101,Costco Wholesale,"New Jersey, US",25891101,AM Milk 500,Dairy,350,2025-03-15,2025-03-15,350,1,1,1,1,1,1,115780.0
4135,FMR316720603,2025-03-14,789720,Colonial Farms,"New Jersey, US",25891103,AM Milk 100,Dairy,489,2025-03-16,2025-03-16,489,1,1,1,1,1,1,41252.04
4136,FMR316221603,2025-03-14,789221,Atlas Stores,Ahmedabad,25891103,AM Milk 100,Dairy,483,2025-03-16,2025-03-16,483,1,1,1,1,0,0,25.0
4137,FMR316622103,2025-03-14,789622,Expert Mart,Vadodara,25891103,AM Milk 100,Dairy,396,2025-03-16,2025-03-15,396,1,1,1,1,1,1,25.0
4138,FMR316220401,2025-03-14,789220,ShopRite,"New Jersey, US",25891103,AM Milk 100,Dairy,353,2025-03-16,2025-03-16,353,1,1,1,1,0,0,29779.079999999998
4139,FMR317301602,2025-03-14,789301,Foodtown,"New Jersey, US",25891103,AM Milk 100,Dairy,436,2025-03-17,2025-03-17,349,0,1,0,1,0,0,29441.64
4140,FMR316902603,2025-03-14,789902,Elite Mart,Ahmedabad,25891103,AM Milk 100,Dairy,369,2025-03-16,2025-03-16,369,1,1,1,1,0,0,25.0
4141,FMR317321103,2025-03-14,789321,Chiptec Stores,Ahmedabad,25891103,AM Milk 100,Dairy,499,2025-03-17,2025-03-17,499,1,1,1,1,1,1,25.0
4142,FMR316221603,2025-03-14,789221,Atlas Stores,Ahmedabad,25891601,AM Tea 500,beverages,182,2025-03-16,2025-03-16,182,1,1,1,1,0,0,225.0
4143,FMR316902603,2025-03-14,789902,Elite Mart,Ahmedabad,25891601,AM Tea 500,beverages,84,2025-03-16,2025-03-16,84,1,1,1,1,0,0,225.0
4144,FMR315403601,2025-03-14,789403,Propel Mart,Vadodara,25891601,AM Tea 500,beverages,103,2025-03-15,2025-03-14,82,0,1,0,1,0,0,225.0
4145,FMR316402601,2025-03-14,789402,Propel Mart,Ahmedabad,25891601,AM Tea 500,beverages,167,2025-03-16,2025-03-16,167,1,1,1,1,1,1,225.0
4146,FMR317402601,2025-03-14,789402,Propel Mart,Ahmedabad,25891601,AM Tea 500,beverages,150,2025-03-17,2025-03-17,150,1,1,1,1,0,0,225.0
4147,FMR315622602,2025-03-14,789622,Expert Mart,Vadodara,25891601,AM Tea 500,beverages,110,2025-03-15,2025-03-15,110,1,1,1,1,1,1,225.0
4148,FMR316303601,2025-03-14,789303,Expression Stores,Vadodara,25891601,AM Tea 500,beverages,58,2025-03-16,2025-03-16,52,0,1,0,1,0,0,225.0
4149,FMR316121601,2025-03-14,789121,Coolblue,Ahmedabad,25891601,AM Tea 500,beverages,63,2025-03-16,2025-03-15,63,1,1,1,1,1,1,225.0
4150,FMR317121601,2025-03-14,789121,Coolblue,Ahmedabad,25891601,AM Tea 500,beverages,58,2025-03-17,2025-03-17,58,1,1,1,1,1,1,225.0
4151,FMR317320601,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891601,AM Tea 500,beverages,86,2025-03-17,2025-03-17,86,1,1,1,1,0,0,43529.759999999995
4152,FMR315422601,2025-03-14,789422,Lotus Mart,Vadodara,25891601,AM Tea 500,beverages,72,2025-03-15,2025-03-17,72,1,0,0,0,0,0,225.0
4153,FMR316503601,2025-03-14,789503,Viveks Stores,Vadodara,25891601,AM Tea 500,beverages,193,2025-03-16,2025-03-16,193,1,1,1,1,0,0,225.0
4154,FMR315122601,2025-03-14,789122,Coolblue,Vadodara,25891601,AM Tea 500,beverages,182,2025-03-15,2025-03-16,164,0,0,0,0,0,0,225.0
4155,FMR315321602,2025-03-14,789321,Chiptec Stores,Ahmedabad,25891601,AM Tea 500,beverages,63,2025-03-15,2025-03-15,63,1,1,1,1,0,0,225.0
4156,FMR316903601,2025-03-14,789903,Elite Mart,Vadodara,25891601,AM Tea 500,beverages,129,2025-03-16,2025-03-16,123,0,1,0,1,0,0,225.0
4157,FMR316401601,2025-03-14,789401,Wegmans,"New Jersey, US",25891601,AM Tea 500,beverages,143,2025-03-16,2025-03-16,143,1,1,1,1,0,0,72380.87999999999
4158,FMR315501601,2025-03-14,789501,Best Market,"New Jersey, US",25891601,AM Tea 500,beverages,135,2025-03-15,2025-03-15,135,1,1,1,1,1,1,68331.59999999999
4159,FMR316103402,2025-03-14,789103,Vijay Stores,Vadodara,25891402,AM Curd 100,Dairy,306,2025-03-16,2025-03-18,275,0,0,0,0,0,0,20.0
4160,FMR317220603,2025-03-14,789220,ShopRite,"New Jersey, US",25891402,AM Curd 100,Dairy,250,2025-03-17,2025-03-17,250,1,1,1,1,1,1,42180.0
4161,FMR317501402,2025-03-14,789501,Best Market,"New Jersey, US",25891402,AM Curd 100,Dairy,436,2025-03-17,2025-03-16,436,1,1,1,1,1,1,73561.92
4162,FMR317303603,2025-03-14,789303,Expression Stores,Vadodara,25891402,AM Curd 100,Dairy,309,2025-03-17,2025-03-17,309,1,1,1,1,0,0,20.0
4163,FMR316703402,2025-03-14,789703,Sorefoz Mart,Vadodara,25891402,AM Curd 100,Dairy,400,2025-03-16,2025-03-16,320,0,1,0,1,0,0,20.0
4164,FMR316721502,2025-03-14,789721,Logic Stores,Ahmedabad,25891402,AM Curd 100,Dairy,468,2025-03-16,2025-03-16,468,1,1,1,1,0,0,20.0
4165,FMR315520402,2025-03-14,789520,Fairway Market,"New Jersey, US",25891402,AM Curd 100,Dairy,451,2025-03-15,2025-03-16,451,1,0,0,0,1,0,76092.72
4166,FMR316503402,2025-03-14,789503,Viveks Stores,Vadodara,25891402,AM Curd 100,Dairy,474,2025-03-16,2025-03-17,474,1,0,0,0,1,0,20.0
4167,FMR315422402,2025-03-14,789422,Lotus Mart,Vadodara,25891402,AM Curd 100,Dairy,386,2025-03-15,2025-03-16,386,1,0,0,0,1,0,20.0
4168,FMR316422402,2025-03-14,789422,Lotus Mart,Vadodara,25891402,AM Curd 100,Dairy,213,2025-03-16,2025-03-16,213,1,1,1,1,1,1,20.0
4169,FMR315902402,2025-03-14,789902,Elite Mart,Ahmedabad,25891402,AM Curd 100,Dairy,399,2025-03-15,2025-03-14,359,0,1,0,1,0,0,20.0
4170,FMR316321402,2025-03-14,789321,Chiptec Stores,Ahmedabad,25891402,AM Curd 100,Dairy,320,2025-03-16,2025-03-18,304,0,0,0,0,0,0,20.0
4171,FMR315421402,2025-03-14,789421,Lotus Mart,Ahmedabad,25891402,AM Curd 100,Dairy,353,2025-03-15,2025-03-16,353,1,0,0,0,1,0,20.0
4172,FMR316421402,2025-03-14,789421,Lotus Mart,Ahmedabad,25891402,AM Curd 100,Dairy,325,2025-03-16,2025-03-17,260,0,0,0,0,0,0,20.0
4173,FMR317603201,2025-03-14,789603,Info Stores,Vadodara,25891201,AM Butter 100,Dairy,280,2025-03-17,2025-03-18,280,1,0,0,0,1,0,60.0
4174,FMR315121602,2025-03-14,789121,Coolblue,Ahmedabad,25891201,AM Butter 100,Dairy,453,2025-03-15,2025-03-17,453,1,0,0,0,1,0,60.0
4175,FMR315601301,2025-03-14,789601,Price Rite,"New Jersey, US",25891201,AM Butter 100,Dairy,141,2025-03-15,2025-03-15,134,0,1,0,1,0,0,22608.48
4176,FMR317601201,2025-03-14,789601,Price Rite,"New Jersey, US",25891201,AM Butter 100,Dairy,451,2025-03-17,2025-03-18,361,0,0,0,0,0,0,60907.92
4177,FMR316401601,2025-03-14,789401,Wegmans,"New Jersey, US",25891201,AM Butter 100,Dairy,258,2025-03-16,2025-03-16,258,1,1,1,1,0,0,43529.76
4178,FMR316320401,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891201,AM Butter 100,Dairy,268,2025-03-16,2025-03-16,268,1,1,1,1,1,1,45216.96
4179,FMR315402503,2025-03-14,789402,Propel Mart,Ahmedabad,25891201,AM Butter 100,Dairy,319,2025-03-15,2025-03-15,319,1,1,1,1,1,1,60.0
4180,FMR317402601,2025-03-14,789402,Propel Mart,Ahmedabad,25891201,AM Butter 100,Dairy,319,2025-03-17,2025-03-17,319,1,1,1,1,0,0,60.0
4181,FMR315902201,2025-03-14,789902,Elite Mart,Ahmedabad,25891201,AM Butter 100,Dairy,162,2025-03-15,2025-03-15,162,1,1,1,1,1,1,60.0
4182,FMR315403201,2025-03-14,789403,Propel Mart,Vadodara,25891201,AM Butter 100,Dairy,185,2025-03-15,2025-03-17,185,1,0,0,0,1,0,60.0
4183,FMR315503201,2025-03-14,789503,Viveks Stores,Vadodara,25891201,AM Butter 100,Dairy,221,2025-03-15,2025-03-18,221,1,0,0,0,1,0,60.0
4184,FMR315703403,2025-03-14,789703,Sorefoz Mart,Vadodara,25891201,AM Butter 100,Dairy,302,2025-03-15,2025-03-15,287,0,1,0,1,0,0,60.0
4185,FMR316703402,2025-03-14,789703,Sorefoz Mart,Vadodara,25891201,AM Butter 100,Dairy,438,2025-03-16,2025-03-16,438,1,1,1,1,0,0,60.0
4186,FMR316220201,2025-03-14,789220,ShopRite,"New Jersey, US",25891201,AM Butter 100,Dairy,142,2025-03-16,2025-03-19,142,1,0,0,0,1,0,23958.24
4187,FMR316903601,2025-03-14,789903,Elite Mart,Vadodara,25891201,AM Butter 100,Dairy,348,2025-03-16,2025-03-16,331,0,1,0,1,0,0,60.0
4188,FMR316203401,2025-03-14,789203,Rel Fresh,Vadodara,25891201,AM Butter 100,Dairy,377,2025-03-16,2025-03-16,377,1,1,1,1,1,1,60.0
4189,FMR315522201,2025-03-14,789522,Acclaimed Stores,Vadodara,25891201,AM Butter 100,Dairy,360,2025-03-15,2025-03-18,360,1,0,0,0,1,0,60.0
4190,FMR315622602,2025-03-14,789622,Expert Mart,Vadodara,25891201,AM Butter 100,Dairy,188,2025-03-15,2025-03-15,188,1,1,1,1,1,1,60.0
4191,FMR317703602,2025-03-14,789703,Sorefoz Mart,Vadodara,25891501,AM Biscuits 750,Food,201,2025-03-17,2025-03-17,201,1,1,1,1,0,0,300.0
4192,FMR315721501,2025-03-14,789721,Logic Stores,Ahmedabad,25891501,AM Biscuits 750,Food,150,2025-03-15,2025-03-15,142,0,1,0,1,0,0,300.0
4193,FMR316522501,2025-03-14,789522,Acclaimed Stores,Vadodara,25891501,AM Biscuits 750,Food,197,2025-03-16,2025-03-19,187,0,0,0,0,0,0,300.0
4194,FMR316401601,2025-03-14,789401,Wegmans,"New Jersey, US",25891501,AM Biscuits 750,Food,238,2025-03-16,2025-03-16,214,0,1,0,1,0,0,162477.36000000002
4195,FMR317401603,2025-03-14,789401,Wegmans,"New Jersey, US",25891501,AM Biscuits 750,Food,214,2025-03-17,2025-03-17,214,1,1,1,1,1,1,162477.36000000002
4196,FMR315201602,2025-03-14,789201,Rel Fresh,"New Jersey, US",25891501,AM Biscuits 750,Food,200,2025-03-15,2025-03-15,200,1,1,1,1,0,0,151848.0
4197,FMR317420501,2025-03-14,789420,Lidl,"New Jersey, US",25891501,AM Biscuits 750,Food,163,2025-03-17,2025-03-19,155,0,0,0,0,0,0,117682.2
4198,FMR316121501,2025-03-14,789121,Coolblue,Ahmedabad,25891501,AM Biscuits 750,Food,200,2025-03-16,2025-03-16,200,1,1,1,1,1,1,300.0
4199,FMR316621603,2025-03-14,789621,Expert Mart,Ahmedabad,25891501,AM Biscuits 750,Food,245,2025-03-16,2025-03-16,245,1,1,1,1,0,0,300.0
4200,FMR317320601,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891501,AM Biscuits 750,Food,143,2025-03-17,2025-03-17,143,1,1,1,1,0,0,108571.32
4201,FMR315101501,2025-03-14,789101,Costco Wholesale,"New Jersey, US",25891501,AM Biscuits 750,Food,102,2025-03-15,2025-03-15,102,1,1,1,1,1,1,77442.48
4202,FMR316101501,2025-03-14,789101,Costco Wholesale,"New Jersey, US",25891501,AM Biscuits 750,Food,233,2025-03-16,2025-03-15,233,1,1,1,1,1,1,176902.92
4203,FMR315303501,2025-03-14,789303,Expression Stores,Vadodara,25891501,AM Biscuits 750,Food,174,2025-03-15,2025-03-15,174,1,1,1,1,1,1,300.0
4204,FMR315521501,2025-03-14,789521,Acclaimed Stores,Ahmedabad,25891501,AM Biscuits 750,Food,179,2025-03-15,2025-03-15,161,0,1,0,1,0,0,300.0
4205,FMR315720501,2025-03-14,789720,Colonial Farms,"New Jersey, US",25891501,AM Biscuits 750,Food,192,2025-03-15,2025-03-15,192,1,1,1,1,1,1,145774.08000000002
4206,FMR315622602,2025-03-14,789622,Expert Mart,Vadodara,25891501,AM Biscuits 750,Food,140,2025-03-15,2025-03-15,140,1,1,1,1,1,1,300.0
4207,FMR316622603,2025-03-14,789622,Expert Mart,Vadodara,25891501,AM Biscuits 750,Food,169,2025-03-16,2025-03-16,169,1,1,1,1,0,0,300.0
4208,FMR315301501,2025-03-14,789301,Foodtown,"New Jersey, US",25891501,AM Biscuits 750,Food,181,2025-03-15,2025-03-14,181,1,1,1,1,1,1,137422.44
4209,FMR317301602,2025-03-14,789301,Foodtown,"New Jersey, US",25891501,AM Biscuits 750,Food,220,2025-03-17,2025-03-17,198,0,1,0,1,0,0,150329.52
4210,FMR317301602,2025-03-14,789301,Foodtown,"New Jersey, US",25891602,AM Tea 250,beverages,156,2025-03-17,2025-03-17,148,0,1,0,1,0,0,37455.84
4211,FMR315303602,2025-03-14,789303,Expression Stores,Vadodara,25891602,AM Tea 250,beverages,132,2025-03-15,2025-03-16,125,0,0,0,0,0,0,112.0
4212,FMR317303602,2025-03-14,789303,Expression Stores,Vadodara,25891602,AM Tea 250,beverages,187,2025-03-17,2025-03-19,187,1,0,0,0,1,0,112.0
4213,FMR316702602,2025-03-14,789702,Sorefoz Mart,Ahmedabad,25891602,AM Tea 250,beverages,50,2025-03-16,2025-03-17,48,0,0,0,0,0,0,112.0
4214,FMR315202602,2025-03-14,789202,Rel Fresh,Ahmedabad,25891602,AM Tea 250,beverages,86,2025-03-15,2025-03-15,86,1,1,1,1,1,1,112.0
4215,FMR316720602,2025-03-14,789720,Colonial Farms,"New Jersey, US",25891602,AM Tea 250,beverages,176,2025-03-16,2025-03-17,176,1,0,0,0,1,0,44542.079999999994
4216,FMR317401603,2025-03-14,789401,Wegmans,"New Jersey, US",25891602,AM Tea 250,beverages,174,2025-03-17,2025-03-17,174,1,1,1,1,1,1,44035.92
4217,FMR317521602,2025-03-14,789521,Acclaimed Stores,Ahmedabad,25891602,AM Tea 250,beverages,113,2025-03-17,2025-03-18,113,1,0,0,0,0,0,112.0
4218,FMR317703602,2025-03-14,789703,Sorefoz Mart,Vadodara,25891602,AM Tea 250,beverages,89,2025-03-17,2025-03-17,85,0,1,0,1,0,0,112.0
4219,FMR317420602,2025-03-14,789420,Lidl,"New Jersey, US",25891602,AM Tea 250,beverages,99,2025-03-17,2025-03-16,99,1,1,1,1,1,1,25054.92
4220,FMR315321602,2025-03-14,789321,Chiptec Stores,Ahmedabad,25891602,AM Tea 250,beverages,78,2025-03-15,2025-03-15,78,1,1,1,1,0,0,112.0
4221,FMR315203602,2025-03-14,789203,Rel Fresh,Vadodara,25891602,AM Tea 250,beverages,179,2025-03-15,2025-03-14,179,1,1,1,1,1,1,112.0
4222,FMR316103602,2025-03-14,789103,Vijay Stores,Vadodara,25891602,AM Tea 250,beverages,110,2025-03-16,2025-03-16,104,0,1,0,1,0,0,112.0
4223,FMR315903603,2025-03-14,789903,Elite Mart,Vadodara,25891602,AM Tea 250,beverages,180,2025-03-15,2025-03-15,162,0,1,0,1,0,0,112.0
4224,FMR315601602,2025-03-14,789601,Price Rite,"New Jersey, US",25891602,AM Tea 250,beverages,137,2025-03-15,2025-03-16,130,0,0,0,0,0,0,32900.4
4225,FMR315201602,2025-03-14,789201,Rel Fresh,"New Jersey, US",25891602,AM Tea 250,beverages,131,2025-03-15,2025-03-15,118,0,1,0,1,0,0,29863.44
4226,FMR315121602,2025-03-14,789121,Coolblue,Ahmedabad,25891602,AM Tea 250,beverages,105,2025-03-15,2025-03-17,105,1,0,0,0,1,0,112.0
4227,FMR317121602,2025-03-14,789121,Coolblue,Ahmedabad,25891602,AM Tea 250,beverages,112,2025-03-17,2025-03-18,90,0,0,0,0,0,0,112.0
4228,FMR315522602,2025-03-14,789522,Acclaimed Stores,Vadodara,25891602,AM Tea 250,beverages,87,2025-03-15,2025-03-16,87,1,0,0,0,1,0,112.0
4229,FMR315622602,2025-03-14,789622,Expert Mart,Vadodara,25891602,AM Tea 250,beverages,87,2025-03-15,2025-03-15,87,1,1,1,1,1,1,112.0
4230,FMR316622603,2025-03-14,789622,Expert Mart,Vadodara,25891602,AM Tea 250,beverages,87,2025-03-16,2025-03-16,87,1,1,1,1,0,0,112.0
4231,FMR317622602,2025-03-14,789622,Expert Mart,Vadodara,25891602,AM Tea 250,beverages,74,2025-03-17,2025-03-17,74,1,1,1,1,0,0,112.0
4232,FMR316902603,2025-03-14,789902,Elite Mart,Ahmedabad,25891602,AM Tea 250,beverages,52,2025-03-16,2025-03-16,47,0,1,0,1,0,0,112.0
4233,FMR315101602,2025-03-14,789101,Costco Wholesale,"New Jersey, US",25891602,AM Tea 250,beverages,126,2025-03-15,2025-03-16,101,0,0,0,0,0,0,25561.079999999998
4234,FMR317101602,2025-03-14,789101,Costco Wholesale,"New Jersey, US",25891602,AM Tea 250,beverages,59,2025-03-17,2025-03-17,53,0,1,0,1,0,0,13413.24
4235,FMR316603602,2025-03-14,789603,Info Stores,Vadodara,25891602,AM Tea 250,beverages,88,2025-03-16,2025-03-16,88,1,1,1,1,1,1,112.0
4236,FMR316122602,2025-03-14,789122,Coolblue,Vadodara,25891602,AM Tea 250,beverages,195,2025-03-16,2025-03-19,175,0,0,0,0,0,0,112.0
4237,FMR317521101,2025-03-14,789521,Acclaimed Stores,Ahmedabad,25891101,AM Milk 500,Dairy,456,2025-03-17,2025-03-17,456,1,1,1,1,1,1,125.0
4238,FMR317303603,2025-03-14,789303,Expression Stores,Vadodara,25891101,AM Milk 500,Dairy,330,2025-03-17,2025-03-17,314,0,1,0,1,0,0,125.0
4239,FMR316703402,2025-03-14,789703,Sorefoz Mart,Vadodara,25891101,AM Milk 500,Dairy,322,2025-03-16,2025-03-16,290,0,1,0,1,0,0,125.0
4240,FMR315321602,2025-03-14,789321,Chiptec Stores,Ahmedabad,25891101,AM Milk 500,Dairy,476,2025-03-15,2025-03-15,476,1,1,1,1,0,0,125.0
4241,FMR315320101,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891101,AM Milk 500,Dairy,378,2025-03-15,2025-03-16,378,1,0,0,0,1,0,127552.31999999999
4242,FMR316320401,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891101,AM Milk 500,Dairy,325,2025-03-16,2025-03-16,325,1,1,1,1,1,1,109668.0
4243,FMR317320601,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891101,AM Milk 500,Dairy,415,2025-03-17,2025-03-17,415,1,1,1,1,0,0,140037.6
4244,FMR315720501,2025-03-14,789720,Colonial Farms,"New Jersey, US",25891101,AM Milk 500,Dairy,370,2025-03-15,2025-03-15,370,1,1,1,1,1,1,124852.8
4245,FMR317720101,2025-03-14,789720,Colonial Farms,"New Jersey, US",25891101,AM Milk 500,Dairy,423,2025-03-17,2025-03-17,423,1,1,1,1,1,1,142737.12
4246,FMR317702101,2025-03-14,789702,Sorefoz Mart,Ahmedabad,25891101,AM Milk 500,Dairy,407,2025-03-17,2025-03-17,387,0,1,0,1,0,0,125.0
4247,FMR316621603,2025-03-14,789621,Expert Mart,Ahmedabad,25891101,AM Milk 500,Dairy,391,2025-03-16,2025-03-16,313,0,1,0,1,0,0,125.0
4248,FMR316102503,2025-03-14,789102,Vijay Stores,Ahmedabad,25891101,AM Milk 500,Dairy,383,2025-03-16,2025-03-16,383,1,1,1,1,1,1,125.0
4249,FMR315301203,2025-03-14,789301,Foodtown,"New Jersey, US",25891101,AM Milk 500,Dairy,440,2025-03-15,2025-03-15,440,1,1,1,1,0,0,148473.6
4250,FMR317301602,2025-03-14,789301,Foodtown,"New Jersey, US",25891101,AM Milk 500,Dairy,491,2025-03-17,2025-03-17,491,1,1,1,1,0,0,165683.04
4251,FMR317520101,2025-03-14,789520,Fairway Market,"New Jersey, US",25891101,AM Milk 500,Dairy,473,2025-03-17,2025-03-19,449,0,0,0,0,0,0,151510.56
4252,FMR316422101,2025-03-14,789422,Lotus Mart,Vadodara,25891101,AM Milk 500,Dairy,330,2025-03-16,2025-03-15,330,1,1,1,1,1,1,125.0
4253,FMR315603403,2025-03-14,789603,Info Stores,Vadodara,25891401,AM Curd 250,Dairy,208,2025-03-15,2025-03-15,208,1,1,1,1,1,1,50.0
4254,FMR317603401,2025-03-14,789603,Info Stores,Vadodara,25891401,AM Curd 250,Dairy,370,2025-03-17,2025-03-17,370,1,1,1,1,1,1,50.0
4255,FMR316902603,2025-03-14,789902,Elite Mart,Ahmedabad,25891401,AM Curd 250,Dairy,381,2025-03-16,2025-03-16,381,1,1,1,1,0,0,50.0
4256,FMR317402601,2025-03-14,789402,Propel Mart,Ahmedabad,25891401,AM Curd 250,Dairy,314,2025-03-17,2025-03-17,314,1,1,1,1,0,0,50.0
4257,FMR317621401,2025-03-14,789621,Expert Mart,Ahmedabad,25891401,AM Curd 250,Dairy,390,2025-03-17,2025-03-20,390,1,0,0,0,1,0,50.0
4258,FMR316622603,2025-03-14,789622,Expert Mart,Vadodara,25891401,AM Curd 250,Dairy,255,2025-03-16,2025-03-16,229,0,1,0,1,0,0,50.0
4259,FMR317622602,2025-03-14,789622,Expert Mart,Vadodara,25891401,AM Curd 250,Dairy,479,2025-03-17,2025-03-17,383,0,1,0,1,0,0,50.0
4260,FMR317102401,2025-03-14,789102,Vijay Stores,Ahmedabad,25891401,AM Curd 250,Dairy,468,2025-03-17,2025-03-18,468,1,0,0,0,1,0,50.0
4261,FMR316503401,2025-03-14,789503,Viveks Stores,Vadodara,25891401,AM Curd 250,Dairy,282,2025-03-16,2025-03-15,282,1,1,1,1,1,1,50.0
4262,FMR315520401,2025-03-14,789520,Fairway Market,"New Jersey, US",25891401,AM Curd 250,Dairy,395,2025-03-15,2025-03-17,395,1,0,0,0,1,0,83305.5
4263,FMR316320401,2025-03-14,789320,Whole Foods Market,"New Jersey, US",25891401,AM Curd 250,Dairy,431,2025-03-16,2025-03-16,431,1,1,1,1,1,1,90897.90000000001
4264,FMR316203401,2025-03-14,789203,Rel Fresh,Vadodara,25891401,AM Curd 250,Dairy,393,2025-03-16,2025-03-16,393,1,1,1,1,1,1,50.0
4265,FMR317522401,2025-03-14,789522,Acclaimed Stores,Vadodara,25891401,AM Curd 250,Dairy,247,2025-03-17,2025-03-17,247,1,1,1,1,1,1,50.0
4266,FMR315721501,2025-03-14,789721,Logic Stores,Ahmedabad,25891401,AM Curd 250,Dairy,234,2025-03-15,2025-03-15,234,1,1,1,1,0,0,50.0
4267,FMR315303501,2025-03-14,789303,Expression Stores,Vadodara,25891401,AM Curd 250,Dairy,454,2025-03-15,2025-03-15,454,1,1,1,1,1,1,50.0
4268,FMR316122503,2025-03-14,789122,Coolblue,Vadodara,25891401,AM Curd 250,Dairy,209,2025-03-16,2025-03-17,188,0,0,0,0,0,0,50.0
4269,FMR315401401,2025-03-14,789401,Wegmans,"New Jersey, US",25891401,AM Curd 250,Dairy,288,2025-03-15,2025-03-17,288,1,0,0,0,1,0,60739.200000000004
4270,FMR315720401,2025-03-14,789720,Colonial Farms,"New Jersey, US",25891401,AM Curd 250,Dairy,489,2025-03-15,2025-03-14,489,1,1,1,1,1,1,103130.1
4271,FMR316201401,2025-03-14,789201,Rel Fresh,"New Jersey, US",25891401,AM Curd 250,Dairy,400,2025-03-16,2025-03-16,400,1,1,1,1,1,1,84360.0
4272,FMR317421401,2025-03-14,789421,Lotus Mart,Ahmedabad,25891401,AM Curd 250,Dairy,311,2025-03-17,2025-03-19,311,1,0,0,0,1,0,50.0
4273,FMR316420401,2025-03-14,789420,Lidl,"New Jersey, US",25891401,AM Curd 250,Dairy,483,2025-03-16,2025-03-16,483,1,1,1,1,1,1,101864.7
4274,FMR316220401,2025-03-14,789220,ShopRite,"New Jersey, US",25891401,AM Curd 250,Dairy,336,2025-03-16,2025-03-16,319,0,1,0,1,0,0,67277.1
4275,FMR315221401,2025-03-14,789221,Atlas Stores,Ahmedabad,25891401,AM Curd 250,Dairy,379,2025-03-15,2025-03-15,379,1,1,1,1,1,1,50.0
4276,FMR315321602,2025-03-14,789321,Chiptec Stores,Ahmedabad,25891401,AM Curd 250,Dairy,208,2025-03-15,2025-03-15,187,0,1,0,1,0,0,50.0
